model_name,accuracy,precision,recall,f1,pr_auc,timestamp
RF_default,0.861111111111111,0.7340649001536097,0.23940315804722584,0.3592566475880867,0.5136815308797279,2026-04-23T19:48:36.358722
RF_balanced,0.8086111111111112,0.4267157817328897,0.4720121686223382,0.44751253482942055,0.47073172876775093,2026-04-23T19:48:36.358722
GB_shallow,0.8597222222222222,0.6622708894878706,0.2937128784586412,0.40578380665402375,0.5391780724583696,2026-04-23T19:48:36.358722
GB_deep,0.8547222222222223,0.6151378393493033,0.3039403158047226,0.40626272922252504,0.5102684901666763,2026-04-23T19:48:36.358722
GB_fast,0.8594444444444443,0.6569165326507962,0.30217296827466317,0.4123673117772266,0.5349720867433525,2026-04-23T19:48:36.358722
